id,name,unit_name,source
106080,Vitamin K2,MG,NEVO2025_v9.0.xlsx
106081,ALC,MG,NEVO2025_v9.0.xlsx
106082,ALC (g),MG,NEVO2025_v9.0.xlsx
106083,Bevat sporen van/Contains traces of,MG,NEVO2025_v9.0.xlsx
106084,CA (mg),MG,NEVO2025_v9.0.xlsx
106085,CARTA,MG,NEVO2025_v9.0.xlsx
106086,CARTA (µg),MG,NEVO2025_v9.0.xlsx
106087,CARTBTOT,MG,NEVO2025_v9.0.xlsx
106088,CARTBTOT (µg),MG,NEVO2025_v9.0.xlsx
106089,CHO,MG,NEVO2025_v9.0.xlsx
106090,CHO (g),MG,NEVO2025_v9.0.xlsx
106091,CHOCAL,MG,NEVO2025_v9.0.xlsx
106092,CHOCAL (µg),MG,NEVO2025_v9.0.xlsx
106093,CHOCALOH,MG,NEVO2025_v9.0.xlsx
106094,CHOCALOH (µg),MG,NEVO2025_v9.0.xlsx
106095,CHORL,MG,NEVO2025_v9.0.xlsx
106096,CHORL (mg),MG,NEVO2025_v9.0.xlsx
106097,CRYPXB,MG,NEVO2025_v9.0.xlsx
106098,CRYPXB (µg),MG,NEVO2025_v9.0.xlsx
106099,CU (mg),MG,NEVO2025_v9.0.xlsx
106100,Component,MG,NEVO2025_v9.0.xlsx
106101,ENERCC,MG,NEVO2025_v9.0.xlsx
106102,ENERCJ,MG,NEVO2025_v9.0.xlsx
106103,ERGCAL,MG,NEVO2025_v9.0.xlsx
106104,ERGCAL (µg),MG,NEVO2025_v9.0.xlsx
106105,F10:0,MG,NEVO2025_v9.0.xlsx
106106,F10:0 (g),MG,NEVO2025_v9.0.xlsx
106107,F10:1CIS,MG,NEVO2025_v9.0.xlsx
106108,F10:1CIS (g),MG,NEVO2025_v9.0.xlsx
106109,F10:1TRS,MG,NEVO2025_v9.0.xlsx
106110,F10:1TRS (g),MG,NEVO2025_v9.0.xlsx
106111,F11:0,MG,NEVO2025_v9.0.xlsx
106112,F11:0 (g),MG,NEVO2025_v9.0.xlsx
106113,F12:0,MG,NEVO2025_v9.0.xlsx
106114,F12:0 (g),MG,NEVO2025_v9.0.xlsx
106115,F12:1CIS,MG,NEVO2025_v9.0.xlsx
106116,F12:1CIS (g),MG,NEVO2025_v9.0.xlsx
106117,F12:1TRS,MG,NEVO2025_v9.0.xlsx
106118,F12:1TRS (g),MG,NEVO2025_v9.0.xlsx
106119,F13:0,MG,NEVO2025_v9.0.xlsx
106120,F13:0 (g),MG,NEVO2025_v9.0.xlsx
106121,F14:0,MG,NEVO2025_v9.0.xlsx
106122,F14:0 (g),MG,NEVO2025_v9.0.xlsx
106123,F14:1CIS,MG,NEVO2025_v9.0.xlsx
106124,F14:1CIS (g),MG,NEVO2025_v9.0.xlsx
106125,F14:1TRS,MG,NEVO2025_v9.0.xlsx
106126,F14:1TRS (g),MG,NEVO2025_v9.0.xlsx
106127,F15:0,MG,NEVO2025_v9.0.xlsx
106128,F15:0 (g),MG,NEVO2025_v9.0.xlsx
106129,F16:0,MG,NEVO2025_v9.0.xlsx
106130,F16:0 (g),MG,NEVO2025_v9.0.xlsx
106131,F16:1CIS,MG,NEVO2025_v9.0.xlsx
106132,F16:1CIS (g),MG,NEVO2025_v9.0.xlsx
106133,F16:1TRS,MG,NEVO2025_v9.0.xlsx
106134,F16:1TRS (g),MG,NEVO2025_v9.0.xlsx
106135,F17:0,MG,NEVO2025_v9.0.xlsx
106136,F17:0 (g),MG,NEVO2025_v9.0.xlsx
106137,F18:0,MG,NEVO2025_v9.0.xlsx
106138,F18:0 (g),MG,NEVO2025_v9.0.xlsx
106139,F18:1CIS,MG,NEVO2025_v9.0.xlsx
106140,F18:1CIS (g),MG,NEVO2025_v9.0.xlsx
106141,F18:1TRS,MG,NEVO2025_v9.0.xlsx
106142,F18:1TRS (g),MG,NEVO2025_v9.0.xlsx
106143,F18:2CN6,MG,NEVO2025_v9.0.xlsx
106144,F18:2CN6 (g),MG,NEVO2025_v9.0.xlsx
106145,F18:2CN9,MG,NEVO2025_v9.0.xlsx
106146,F18:2CN9 (g),MG,NEVO2025_v9.0.xlsx
106147,F18:2CT,MG,NEVO2025_v9.0.xlsx
106148,F18:2CT (g),MG,NEVO2025_v9.0.xlsx
106149,F18:2R,MG,NEVO2025_v9.0.xlsx
106150,F18:2R (g),MG,NEVO2025_v9.0.xlsx
106151,F18:2TC,MG,NEVO2025_v9.0.xlsx
106152,F18:2TC (g),MG,NEVO2025_v9.0.xlsx
106153,F18:2TTN6,MG,NEVO2025_v9.0.xlsx
106154,F18:2TTN6 (g),MG,NEVO2025_v9.0.xlsx
106155,F18:3CN3,MG,NEVO2025_v9.0.xlsx
106156,F18:3CN3 (g),MG,NEVO2025_v9.0.xlsx
106157,F18:3CN6,MG,NEVO2025_v9.0.xlsx
106158,F18:3CN6 (g),MG,NEVO2025_v9.0.xlsx
106159,F18:3TTTN3,MG,NEVO2025_v9.0.xlsx
106160,F18:3TTTN3 (g),MG,NEVO2025_v9.0.xlsx
106161,F18:4CN3,MG,NEVO2025_v9.0.xlsx
106162,F18:4CN3 (g),MG,NEVO2025_v9.0.xlsx
106163,F19:0,MG,NEVO2025_v9.0.xlsx
106164,F19:0 (g),MG,NEVO2025_v9.0.xlsx
106165,F20:0,MG,NEVO2025_v9.0.xlsx
106166,F20:0 (g),MG,NEVO2025_v9.0.xlsx
106167,F20:1CIS,MG,NEVO2025_v9.0.xlsx
106168,F20:1CIS (g),MG,NEVO2025_v9.0.xlsx
106169,F20:1TRS,MG,NEVO2025_v9.0.xlsx
106170,F20:1TRS (g),MG,NEVO2025_v9.0.xlsx
106171,F20:2CN6,MG,NEVO2025_v9.0.xlsx
106172,F20:2CN6 (g),MG,NEVO2025_v9.0.xlsx
106173,F20:2TT,MG,NEVO2025_v9.0.xlsx
106174,F20:2TT (g),MG,NEVO2025_v9.0.xlsx
106175,F20:3CN3,MG,NEVO2025_v9.0.xlsx
106176,F20:3CN3 (g),MG,NEVO2025_v9.0.xlsx
106177,F20:3CN6,MG,NEVO2025_v9.0.xlsx
106178,F20:3CN6 (g),MG,NEVO2025_v9.0.xlsx
106179,F20:3CN9,MG,NEVO2025_v9.0.xlsx
106180,F20:3CN9 (g),MG,NEVO2025_v9.0.xlsx
106181,F20:4CN3,MG,NEVO2025_v9.0.xlsx
106182,F20:4CN3 (g),MG,NEVO2025_v9.0.xlsx
106183,F20:4CN6,MG,NEVO2025_v9.0.xlsx
106184,F20:4CN6 (g),MG,NEVO2025_v9.0.xlsx
106185,F20:5CN3,MG,NEVO2025_v9.0.xlsx
106186,F20:5CN3 (g),MG,NEVO2025_v9.0.xlsx
106187,F21:0,MG,NEVO2025_v9.0.xlsx
106188,F21:0 (g),MG,NEVO2025_v9.0.xlsx
106189,F21:5CN3,MG,NEVO2025_v9.0.xlsx
106190,F21:5CN3 (g),MG,NEVO2025_v9.0.xlsx
106191,F22:0,MG,NEVO2025_v9.0.xlsx
106192,F22:0 (g),MG,NEVO2025_v9.0.xlsx
106193,F22:1CIS,MG,NEVO2025_v9.0.xlsx
106194,F22:1CIS (g),MG,NEVO2025_v9.0.xlsx
106195,F22:1TRS,MG,NEVO2025_v9.0.xlsx
106196,F22:1TRS (g),MG,NEVO2025_v9.0.xlsx
106197,F22:2CN3,MG,NEVO2025_v9.0.xlsx
106198,F22:2CN3 (g),MG,NEVO2025_v9.0.xlsx
106199,F22:2CN6,MG,NEVO2025_v9.0.xlsx
106200,F22:2CN6 (g),MG,NEVO2025_v9.0.xlsx
106201,F22:3CN3,MG,NEVO2025_v9.0.xlsx
106202,F22:3CN3 (g),MG,NEVO2025_v9.0.xlsx
106203,F22:4CN6,MG,NEVO2025_v9.0.xlsx
106204,F22:4CN6 (g),MG,NEVO2025_v9.0.xlsx
106205,F22:5CN3,MG,NEVO2025_v9.0.xlsx
106206,F22:5CN3 (g),MG,NEVO2025_v9.0.xlsx
106207,F22:5CN6,MG,NEVO2025_v9.0.xlsx
106208,F22:5CN6 (g),MG,NEVO2025_v9.0.xlsx
106209,F22:6CN3,MG,NEVO2025_v9.0.xlsx
106210,F22:6CN3 (g),MG,NEVO2025_v9.0.xlsx
106211,F23:0,MG,NEVO2025_v9.0.xlsx
106212,F23:0 (g),MG,NEVO2025_v9.0.xlsx
106213,F24:0,MG,NEVO2025_v9.0.xlsx
106214,F24:0 (g),MG,NEVO2025_v9.0.xlsx
106215,F24:1CIS,MG,NEVO2025_v9.0.xlsx
106216,F24:1CIS (g),MG,NEVO2025_v9.0.xlsx
106217,F24:1TRS,MG,NEVO2025_v9.0.xlsx
106218,F24:1TRS (g),MG,NEVO2025_v9.0.xlsx
106219,F24:2CN6,MG,NEVO2025_v9.0.xlsx
106220,F24:2CN6 (g),MG,NEVO2025_v9.0.xlsx
106221,F25:0,MG,NEVO2025_v9.0.xlsx
106222,F25:0 (g),MG,NEVO2025_v9.0.xlsx
106223,F26:0,MG,NEVO2025_v9.0.xlsx
106224,F26:0 (g),MG,NEVO2025_v9.0.xlsx
106225,F4:0,MG,NEVO2025_v9.0.xlsx
106226,F4:0 (g),MG,NEVO2025_v9.0.xlsx
106227,F6:0,MG,NEVO2025_v9.0.xlsx
106228,F6:0 (g),MG,NEVO2025_v9.0.xlsx
106229,F8:0,MG,NEVO2025_v9.0.xlsx
106230,F8:0 (g),MG,NEVO2025_v9.0.xlsx
106231,FAMSCIS,MG,NEVO2025_v9.0.xlsx
106232,FAMSCIS (g),MG,NEVO2025_v9.0.xlsx
106233,FAMSCXR,MG,NEVO2025_v9.0.xlsx
106234,FAMSCXR (g),MG,NEVO2025_v9.0.xlsx
106235,FAMSTXR,MG,NEVO2025_v9.0.xlsx
106236,FAMSTXR (g),MG,NEVO2025_v9.0.xlsx
106237,FAPU,MG,NEVO2025_v9.0.xlsx
106238,FAPU (g),MG,NEVO2025_v9.0.xlsx
106239,FAPUN3,MG,NEVO2025_v9.0.xlsx
106240,FAPUN3 (g),MG,NEVO2025_v9.0.xlsx
106241,FAPUN6,MG,NEVO2025_v9.0.xlsx
106242,FAPUN6 (g),MG,NEVO2025_v9.0.xlsx
106243,FAPUXR,MG,NEVO2025_v9.0.xlsx
106244,FAPUXR (g),MG,NEVO2025_v9.0.xlsx
106245,FASAT,MG,NEVO2025_v9.0.xlsx
106246,FASAT (g),MG,NEVO2025_v9.0.xlsx
106247,FASATXR,MG,NEVO2025_v9.0.xlsx
106248,FASATXR (g),MG,NEVO2025_v9.0.xlsx
106249,FAUN,MG,NEVO2025_v9.0.xlsx
106250,FAUN (g),MG,NEVO2025_v9.0.xlsx
106251,FE (mg),MG,NEVO2025_v9.0.xlsx
106252,FIBT,MG,NEVO2025_v9.0.xlsx
106253,FIBT (g),MG,NEVO2025_v9.0.xlsx
106254,FOL,MG,NEVO2025_v9.0.xlsx
106255,FOL (µg),MG,NEVO2025_v9.0.xlsx
106256,FOLAC,MG,NEVO2025_v9.0.xlsx
106257,FOLAC (µg),MG,NEVO2025_v9.0.xlsx
106258,FOLFD,MG,NEVO2025_v9.0.xlsx
106259,FOLFD (µg),MG,NEVO2025_v9.0.xlsx
106260,Gehalte/Value,MG,NEVO2025_v9.0.xlsx
106261,HAEM,MG,NEVO2025_v9.0.xlsx
106262,HAEM (mg),MG,NEVO2025_v9.0.xlsx
106263,Is verrijkt met/Is fortified with,MG,NEVO2025_v9.0.xlsx
106264,K (mg),MG,NEVO2025_v9.0.xlsx
106265,LUTN,MG,NEVO2025_v9.0.xlsx
106266,LUTN (µg),MG,NEVO2025_v9.0.xlsx
106267,LYCPN,MG,NEVO2025_v9.0.xlsx
106268,LYCPN (µg),MG,NEVO2025_v9.0.xlsx
106269,MG (mg),MG,NEVO2025_v9.0.xlsx
106270,Minerals and trace elements,MG,NEVO2025_v9.0.xlsx
106271,NA (mg),MG,NEVO2025_v9.0.xlsx
106272,NEVO-versie/NEVO-version,MG,NEVO2025_v9.0.xlsx
106273,NEVO-versie/Nevo-version,MG,NEVO2025_v9.0.xlsx
106274,NHAEM,MG,NEVO2025_v9.0.xlsx
106275,NHAEM (mg),MG,NEVO2025_v9.0.xlsx
106276,NIA,MG,NEVO2025_v9.0.xlsx
106277,NIA (mg),MG,NEVO2025_v9.0.xlsx
106278,NIAEQ,MG,NEVO2025_v9.0.xlsx
106279,NIAEQ (mg),MG,NEVO2025_v9.0.xlsx
106280,NT (g),MG,NEVO2025_v9.0.xlsx
106281,NVSUGAF,MG,NEVO2025_v9.0.xlsx
106282,NVSUGAF (g),MG,NEVO2025_v9.0.xlsx
106283,OA (g),MG,NEVO2025_v9.0.xlsx
106284,Opmerking,MG,NEVO2025_v9.0.xlsx
106285,P (mg),MG,NEVO2025_v9.0.xlsx
106286,POLYL,MG,NEVO2025_v9.0.xlsx
106287,POLYL (g),MG,NEVO2025_v9.0.xlsx
106288,PROT,MG,NEVO2025_v9.0.xlsx
106289,PROT (g),MG,NEVO2025_v9.0.xlsx
106290,PROTAN,MG,NEVO2025_v9.0.xlsx
106291,PROTAN (g),MG,NEVO2025_v9.0.xlsx
106292,PROTPL,MG,NEVO2025_v9.0.xlsx
106293,PROTPL (g),MG,NEVO2025_v9.0.xlsx
106294,RETOL,MG,NEVO2025_v9.0.xlsx
106295,RETOL (µg),MG,NEVO2025_v9.0.xlsx
106296,RIBF,MG,NEVO2025_v9.0.xlsx
106297,RIBF (mg),MG,NEVO2025_v9.0.xlsx
106298,SE (µg),MG,NEVO2025_v9.0.xlsx
106299,STARCH (g),MG,NEVO2025_v9.0.xlsx
106300,SUGAR,MG,NEVO2025_v9.0.xlsx
106301,SUGAR (g),MG,NEVO2025_v9.0.xlsx
106302,Spoor / Verrijkt/Trace / Fortified,MG,NEVO2025_v9.0.xlsx
106303,Synoniem,MG,NEVO2025_v9.0.xlsx
106304,THIA,MG,NEVO2025_v9.0.xlsx
106305,THIA (mg),MG,NEVO2025_v9.0.xlsx
106306,TOCPHA,MG,NEVO2025_v9.0.xlsx
106307,TOCPHA (mg),MG,NEVO2025_v9.0.xlsx
106308,TOCPHB,MG,NEVO2025_v9.0.xlsx
106309,TOCPHB (mg),MG,NEVO2025_v9.0.xlsx
106310,TOCPHD,MG,NEVO2025_v9.0.xlsx
106311,TOCPHD (mg),MG,NEVO2025_v9.0.xlsx
106312,TOCPHG,MG,NEVO2025_v9.0.xlsx
106313,TOCPHG (mg),MG,NEVO2025_v9.0.xlsx
106314,TRP,MG,NEVO2025_v9.0.xlsx
106315,TRP (mg),MG,NEVO2025_v9.0.xlsx
106316,VITA_RAE,MG,NEVO2025_v9.0.xlsx
106317,VITA_RAE (µg),MG,NEVO2025_v9.0.xlsx
106318,VITA_RE,MG,NEVO2025_v9.0.xlsx
106319,VITA_RE (µg),MG,NEVO2025_v9.0.xlsx
106320,VITB12,MG,NEVO2025_v9.0.xlsx
106321,VITB12 (µg),MG,NEVO2025_v9.0.xlsx
106322,VITB6,MG,NEVO2025_v9.0.xlsx
106323,VITB6 (mg),MG,NEVO2025_v9.0.xlsx
106324,VITC,MG,NEVO2025_v9.0.xlsx
106325,VITC (mg),MG,NEVO2025_v9.0.xlsx
106326,VITD,MG,NEVO2025_v9.0.xlsx
106327,VITD (µg),MG,NEVO2025_v9.0.xlsx
106328,VITE,MG,NEVO2025_v9.0.xlsx
106329,VITE (mg),MG,NEVO2025_v9.0.xlsx
106330,VITK,MG,NEVO2025_v9.0.xlsx
106331,VITK (µg),MG,NEVO2025_v9.0.xlsx
106332,VITK1,MG,NEVO2025_v9.0.xlsx
106333,VITK1 (µg),MG,NEVO2025_v9.0.xlsx
106334,VITK2,MG,NEVO2025_v9.0.xlsx
106335,VITK2 (µg),MG,NEVO2025_v9.0.xlsx
106336,Vitamin D,MG,NEVO2025_v9.0.xlsx
106337,Vitamin K,MG,NEVO2025_v9.0.xlsx
106338,Voedingsstof,MG,NEVO2025_v9.0.xlsx
106339,Voedingsstofgroep,MG,NEVO2025_v9.0.xlsx
106340,ZEA,MG,NEVO2025_v9.0.xlsx
106341,ZEA (µg),MG,NEVO2025_v9.0.xlsx
106342,ZN (mg),MG,NEVO2025_v9.0.xlsx
